Date	Time	ShopType	Owner	TradingPlayer	World	X	Y	Z	CostList	ProductList
2024-06-14	06:51:33	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
2024-06-14	06:51:34	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
2024-06-14	06:51:34	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
2024-06-14	06:51:34	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
2024-06-14	06:51:34	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
2024-06-14	06:51:34	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
2024-06-14	06:51:35	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
2024-06-14	06:51:35	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
2024-06-14	06:51:35	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
2024-06-14	06:51:35	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
2024-06-14	06:51:35	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
2024-06-14	06:51:36	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
2024-06-14	06:51:36	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
2024-06-14	06:51:36	Trade	Lakshh007	Lakshh007	nasu vally	575.0	65.0	-576.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"IRON_INGOT","amount":2}}
