Date	Time	ShopType	Owner	TradingPlayer	World	X	Y	Z	CostList	ProductList
2024-06-10	14:02:22	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:23	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:23	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:23	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:23	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:23	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:23	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:24	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:24	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:24	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:24	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:24	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:25	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:25	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:25	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:25	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:26	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:26	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:26	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:26	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:26	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:27	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:27	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:27	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:27	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:27	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:28	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:28	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:28	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
2024-06-10	14:02:28	Trade	Self_lakshh	Self_lakshh	nasu vally	1.0	64.0	-547.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"EMERALD"}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3700,"type":"GLASS"}}
