Date	Time	ShopType	Owner	TradingPlayer	World	X	Y	Z	CostList	ProductList
2024-07-08	06:17:17	Trade	Lakshh007	PuneetD	nasu vally	-5.0	72.0	141.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"EMERALD","amount":16}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"ENCHANTED_BOOK","meta":{"==":"ItemMeta","meta-type":"ENCHANTED","stored-enchants":{"minecraft:mending":1}}}}
2024-07-08	06:17:21	Trade	Lakshh007	PuneetD	nasu vally	-5.0	72.0	141.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"EMERALD","amount":16}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"ENCHANTED_BOOK","meta":{"==":"ItemMeta","meta-type":"ENCHANTED","stored-enchants":{"minecraft:mending":1}}}}
2024-07-08	06:17:21	Trade	Lakshh007	PuneetD	nasu vally	-5.0	72.0	141.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"EMERALD","amount":16}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"ENCHANTED_BOOK","meta":{"==":"ItemMeta","meta-type":"ENCHANTED","stored-enchants":{"minecraft:mending":1}}}}
2024-07-08	06:17:21	Trade	Lakshh007	PuneetD	nasu vally	-5.0	72.0	141.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"EMERALD","amount":16}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"ENCHANTED_BOOK","meta":{"==":"ItemMeta","meta-type":"ENCHANTED","stored-enchants":{"minecraft:mending":1}}}}
2024-07-08	06:17:22	Trade	Lakshh007	PuneetD	nasu vally	-5.0	72.0	141.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"EMERALD","amount":16}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"ENCHANTED_BOOK","meta":{"==":"ItemMeta","meta-type":"ENCHANTED","stored-enchants":{"minecraft:mending":1}}}}
2024-07-08	06:17:22	Trade	Lakshh007	PuneetD	nasu vally	-5.0	72.0	141.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"EMERALD","amount":16}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"ENCHANTED_BOOK","meta":{"==":"ItemMeta","meta-type":"ENCHANTED","stored-enchants":{"minecraft:mending":1}}}}
2024-07-08	06:17:23	Trade	Lakshh007	PuneetD	nasu vally	-5.0	72.0	141.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"EMERALD","amount":16}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"ENCHANTED_BOOK","meta":{"==":"ItemMeta","meta-type":"ENCHANTED","stored-enchants":{"minecraft:mending":1}}}}
2024-07-08	06:17:23	Trade	Lakshh007	PuneetD	nasu vally	-5.0	72.0	141.0	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"EMERALD","amount":16}}	{"Item #0":{"==":"org.bukkit.inventory.ItemStack","v":3839,"type":"ENCHANTED_BOOK","meta":{"==":"ItemMeta","meta-type":"ENCHANTED","stored-enchants":{"minecraft:mending":1}}}}
